6;9;33;20,00;0,00;G:046417
7;14;26;15,00;1,00;G:046417
7;17;23;14,00;2,00;G:046417
8;20;20;12,00;3,00;G:046417
8;21;16;12,00;4,00;G:046417
8;23;13;12,00;4,00;G:046417
8;24;11;12,00;4,00;G:046417
8;25;10;13,00;5,00;G:046417
10;27;9;10,00;5,00;G:046417
10;28;7;10,00;6,00;G:046417
9;28;7;12,00;7,00;G:046417
9;27;6;13,00;8,00;G:046417
8;28;2;15,00;8,00;G:046417
8;28;2;16,00;9,00;G:046417
9;28;2;15,00;9,00;G:046404
9;26;2;17,00;10,00;G:046404
9;28;2;17,00;11,00;G:046404
9;29;2;17,00;12,00;G:046404
9;29;1;18,00;13,00;G:046404
10;28;1;17,00;13,00;G:046404
10;25;1;19,00;14,00;G:046404
11;28;1;17,00;13,00;G:046404
11;26;0;17,00;14,00;G:046404
11;28;0;17,00;13,00;G:046404
12;28;0;15,00;13,00;G:046404
13;28;0;14,00;11,00;G:046404
14;26;0;14,00;11,00;G:046404
14;23;0;15,00;12,00;G:046404
13;23;0;16,00;12,00;G:046404
14;24;0;14,00;12,00;G:046404
13;23;0;16,00;13,00;G:046404
14;23;0;15,00;12,00;G:046404
16;28;0;11,00;10,00;G:046404
16;27;0;11,00;11,00;G:046404
16;26;0;11,00;11,00;G:046404
17;27;0;10,00;12,00;G:046404
14;27;0;12,00;11,00;G:046404
15;30;0;10,00;11,00;G:046404
16;26;0;10,00;11,00;G:046404
16;25;0;10,00;10,00;G:046404
17;22;0;10,00;10,00;G:046404
16;19;0;11,00;11,00;G:046404
15;20;0;11,00;12,00;G:046404
15;21;0;10,00;12,00;G:046404
15;19;0;11,00;13,00;G:046404
15;20;0;11,00;13,00;G:046404
15;24;0;9,00;13,00;G:046404
15;23;0;9,00;11,00;G:046404
13;23;0;10,00;11,00;G:046404
11;22;0;13,00;11,00;G:046404
11;22;0;14,00;11,00;G:046404
12;23;0;12,00;11,00;G:046404
14;21;0;11,00;10,00;G:046404
12;24;0;12,00;12,00;G:046404
12;23;0;13,00;13,00;G:046404
13;23;0;12,00;13,00;G:046404
13;21;0;12,00;14,00;G:046404
13;20;0;13,00;15,00;G:046404
14;21;0;12,00;14,00;G:046404
14;20;0;12,00;15,00;G:046404
15;19;0;10,00;15,00;G:046404
13;19;0;12,00;15,00;G:046404
12;20;0;13,00;16,00;G:046404
13;21;0;11,00;16,00;G:046404
14;20;0;11,00;15,00;G:046404
14;24;0;9,00;16,00;G:046404
13;23;0;10,00;14,00;G:046404
13;22;0;11,00;15,00;G:046404
13;21;0;11,00;15,00;G:046404
12;19;0;13,00;16,00;G:046404
14;20;0;11,00;14,00;G:046404
14;21;0;10,00;13,00;G:046404
13;18;0;12,00;12,00;G:046404
14;20;0;11,00;12,00;G:046404
14;18;0;11,00;13,00;G:046404
13;18;0;12,00;13,00;G:046404
13;18;0;12,00;14,00;G:046404
12;19;0;13,00;15,00;G:046404
13;21;0;11,00;14,00;G:046404
