6;10;30;23,00;1,00
6;14;22;21,00;2,00
6;17;19;21,00;3,00
6;22;14;19,00;4,00
6;24;11;20,00;5,00
6;24;8;22,00;6,00
6;27;7;21,00;7,00
7;29;6;19,00;6,00
7;30;4;20,00;7,00
7;31;4;20,00;8,00
7;31;3;22,00;9,00
8;35;3;18,00;9,00
8;34;2;20,00;10,00
8;33;2;22,00;11,00
9;31;2;21,00;11,00
10;32;2;19,00;10,00
11;34;1;17,00;10,00
13;34;0;15,00;9,00
14;36;0;13,00;9,00
15;34;0;12,00;9,00
14;32;0;13,00;9,00
12;30;0;17,00;8,00
13;28;0;16,00;9,00
12;28;0;17,00;10,00
12;27;0;18,00;11,00
12;29;0;17,00;12,00
12;29;0;17,00;13,00
12;27;0;18,00;14,00
11;26;0;20,00;15,00
11;27;0;20,00;16,00
12;27;0;19,00;15,00
12;25;0;20,00;16,00
