7;10;30;19,00;0,00
8;15;22;15,00;1,00
9;16;20;14,00;2,00
11;15;20;12,00;2,00
11;17;18;12,00;3,00
11;19;16;11,00;4,00
11;20;14;11,00;5,00
10;22;10;11,00;6,00
9;24;9;12,00;7,00
9;21;8;15,00;8,00
9;25;8;13,00;9,00
9;22;8;16,00;10,00
9;24;8;16,00;11,00
8;27;7;17,00;12,00
8;29;5;17,00;13,00
8;27;5;18,00;14,00
7;29;4;21,00;15,00
7;29;4;23,00;16,00
7;31;4;23,00;17,00
7;30;3;25,00;18,00
8;32;3;22,00;16,00
9;32;3;21,00;15,00
10;33;3;19,00;15,00
10;32;3;20,00;16,00
10;30;3;21,00;17,00
11;32;3;19,00;16,00
11;31;3;20,00;17,00
12;31;2;18,00;16,00
11;29;2;21,00;18,00
10;27;1;25,00;20,00
11;27;1;23,00;19,00
12;28;0;21,00;19,00
13;30;0;18,00;18,00
12;26;0;21,00;20,00
13;27;0;19,00;20,00
13;25;0;20,00;21,00
14;23;0;19,00;20,00
15;23;0;18,00;20,00
16;22;0;17,00;19,00
16;22;0;16,00;18,00
18;22;0;14,00;16,00
16;19;0;17,00;18,00
15;18;0;17,00;20,00
13;21;0;19,00;21,00
12;20;0;21,00;22,00
13;23;0;19,00;22,00
13;21;0;19,00;23,00
13;24;0;18,00;22,00
11;23;0;22,00;22,00
