5;9;33;24,00;1,00
5;11;28;25,00;2,00
5;16;20;23,00;3,00
5;21;12;21,00;4,00
5;25;9;20,00;5,00
5;27;8;21,00;6,00
5;28;7;23,00;7,00
6;30;7;20,00;6,00
7;31;7;18,00;6,00
8;31;7;17,00;6,00
8;31;6;18,00;7,00
9;31;6;17,00;7,00
10;31;5;16,00;7,00
11;29;5;16,00;8,00
12;29;3;15,00;8,00
11;31;1;15,00;9,00
10;30;1;18,00;10,00
10;27;1;20,00;11,00
11;27;1;18,00;11,00
12;29;1;16,00;11,00
11;28;1;18,00;13,00
13;30;1;14,00;11,00
11;31;1;17,00;13,00
11;31;1;17,00;13,00
11;28;1;19,00;14,00
11;26;1;20,00;15,00
12;27;1;18,00;14,00
13;29;1;16,00;14,00
13;30;1;16,00;15,00
13;27;1;17,00;16,00
11;31;1;19,00;18,00
11;32;1;19,00;18,00
12;32;0;17,00;17,00
12;30;0;18,00;18,00
11;31;0;20,00;17,00
11;31;0;20,00;17,00
12;33;0;18,00;17,00
12;32;0;18,00;18,00
13;29;0;18,00;17,00
13;31;0;17,00;15,00
13;28;0;18,00;16,00
14;30;0;16,00;16,00
16;29;0;14,00;14,00
17;26;0;14,00;15,00
17;26;0;13,00;14,00
18;23;0;12,00;14,00
15;23;0;15,00;16,00
15;23;0;15,00;17,00
14;23;0;16,00;18,00
12;23;0;18,00;22,00
14;26;0;15,00;19,00
14;25;0;15,00;20,00
13;26;0;15,00;20,00
13;26;0;15,00;20,00
13;27;0;15,00;21,00
13;27;0;15,00;21,00
13;27;0;15,00;17,00
