6;10;32;19,00;0,00
7;15;23;14,00;1,00
8;17;19;13,00;2,00
8;20;15;12,00;3,00
8;21;12;12,00;4,00
8;23;10;12,00;5,00
8;23;10;13,00;6,00
8;24;7;14,00;7,00
8;23;7;16,00;7,00
8;25;6;16,00;8,00
8;26;5;16,00;9,00
8;28;5;16,00;10,00
8;28;5;17,00;11,00
8;30;3;17,00;12,00
8;30;3;18,00;13,00
8;28;3;21,00;14,00
8;29;3;21,00;15,00
8;30;3;22,00;16,00
8;30;3;23,00;17,00
8;29;3;24,00;18,00
8;29;3;26,00;19,00
8;30;3;26,00;20,00
10;34;2;20,00;16,00
10;33;2;21,00;17,00
11;32;2;20,00;17,00
11;31;2;20,00;18,00
12;31;2;19,00;17,00
12;30;1;20,00;16,00
12;30;1;20,00;17,00
12;27;1;21,00;17,00
12;26;1;22,00;18,00
12;25;0;22,00;19,00
13;26;0;20,00;18,00
13;25;0;21,00;19,00
12;28;0;22,00;19,00
13;26;0;21,00;18,00
13;22;0;22,00;19,00
14;23;0;20,00;19,00
16;19;0;19,00;17,00
18;19;0;16,00;16,00
18;17;0;16,00;17,00
19;19;0;14,00;16,00
19;19;0;13,00;17,00
19;21;0;12,00;18,00
18;21;0;12,00;20,00
17;18;0;14,00;19,00
17;18;0;13,00;20,00
16;14;0;14,00;22,00
15;16;0;14,00;24,00
14;18;0;14,00;23,00
15;19;0;13,00;22,00
